Order ID,Quantity Ordered,Manufacturer Price,Sale Price,Total Profit (GMROI),CustomerKey,StateKey,OrderStatusKey,ReturnReasonKey,SaleAgentKey,ProductCatalogKey,DateKey
1210,6,680,841,161,1443,4,2,1,2,5,20221024
1214,19,1050,1185,135,1447,5,2,1,3,4,20221024
1234,8,1040,1345,305,1467,4,1,1,1,1,20221024
1283,10,1030,1211,181,1516,6,2,1,3,3,20221024
1288,20,685,789,104,1521,5,1,1,2,5,20221024
1389,19,740,887,147,1621,3,2,1,2,6,20221024
1458,18,990,1279,289,1690,1,1,1,4,3,20221024
1472,3,605,702,97,1704,5,3,3,2,4,20221024
1525,18,755,841,86,1757,1,1,1,5,3,20221024
1560,14,730,839,109,1792,2,3,6,5,3,20221024
1591,15,550,652,102,1823,6,1,1,5,6,20221024
1600,6,1135,1350,215,1832,4,2,1,1,4,20221024
1626,15,580,664,84,1858,6,3,2,1,6,20221024
1644,7,590,713,123,1876,3,2,1,3,4,20221024
1659,14,1470,1716,246,1891,4,2,1,4,7,20221024
1688,6,180,203,23,1920,2,4,1,2,2,20221024
1711,12,655,760,105,1943,6,2,1,2,7,20221024
1740,8,470,526,56,1972,4,2,1,2,3,20221024
1742,4,360,415,55,1974,4,2,1,4,5,20221024
1745,15,900,1043,143,1977,6,2,1,4,1,20221024
1753,15,1235,1397,162,1985,4,2,1,4,4,20221024
1754,9,765,950,185,1986,1,2,1,2,2,20221024
1809,16,805,885,80,2041,2,2,1,1,2,20221024
1836,19,70,90,20,2068,5,2,1,5,4,20221024
1870,2,20,25,5,2101,3,1,1,3,6,20221024
1898,15,980,1189,209,2129,2,2,1,4,4,20221024
1910,5,425,521,96,2141,6,2,1,4,2,20221024
1945,2,145,167,22,2176,3,2,1,2,7,20221024
1956,5,1400,1642,242,2187,5,2,1,1,5,20221024
1963,18,245,278,33,2194,1,2,1,4,3,20221024
1018,7,185,235,50,1251,5,2,1,4,4,20221017
1021,14,320,412,92,1254,5,3,2,4,7,20221017
1033,10,1260,1540,280,1266,3,2,1,4,3,20221017
1061,16,485,606,121,1294,1,1,1,2,5,20221017
1104,6,235,301,66,1337,2,1,1,4,5,20221017
1140,12,1005,1219,214,1373,4,1,1,1,1,20221017
1224,12,210,240,30,1457,4,1,1,3,6,20221017
1230,3,535,644,109,1463,4,3,3,1,2,20221017
1232,16,10,12,2,1465,5,2,1,5,5,20221017
1290,17,465,526,61,1523,1,1,1,2,3,20221017
1292,13,1080,1271,191,1525,2,4,1,5,5,20221017
1293,16,805,980,175,1526,4,1,1,5,4,20221017
1316,11,700,784,84,1549,3,2,1,3,4,20221017
1364,2,285,352,67,1597,5,1,1,3,1,20221017
1394,8,370,474,104,1626,3,1,1,2,7,20221017
1415,10,250,324,74,1647,1,1,1,5,1,20221017
1519,1,15,18,3,1751,1,2,1,1,2,20221017
1586,18,1020,1157,137,1818,1,2,1,1,2,20221017
1596,11,1280,1592,312,1828,3,1,1,1,6,20221017
1612,1,355,408,53,1844,2,4,1,5,5,20221017
1663,11,830,935,105,1895,5,2,1,2,1,20221017
1664,8,315,404,89,1896,6,1,1,4,4,20221017
1694,20,700,782,82,1926,2,2,1,2,7,20221017
1764,13,25,28,3,1996,3,1,1,1,4,20221017
1769,17,1425,1684,259,2001,4,2,1,4,5,20221017
1787,3,620,736,116,2019,6,3,3,4,6,20221017
1813,4,1370,1541,171,2045,6,2,1,4,2,20221017
1890,1,425,551,126,2121,1,2,1,2,3,20221017
1913,16,125,158,33,2144,4,1,1,2,7,20221017
1915,9,1295,1564,269,2146,2,1,1,2,2,20221017
1926,16,500,642,142,2157,5,1,1,5,6,20221017
1932,6,180,217,37,2163,3,1,1,1,2,20221017
1985,16,915,1083,168,2216,6,2,1,1,3,20221017
1019,6,440,552,112,1252,1,2,1,2,6,20221030
1034,11,1360,1605,245,1267,2,3,3,2,5,20221030
1081,11,450,496,46,1314,6,4,1,2,4,20221030
1097,14,1500,1690,190,1330,1,2,1,4,1,20221030
1120,6,1075,1208,133,1353,1,1,1,2,5,20221030
1148,4,1260,1469,209,1381,5,1,1,5,2,20221030
1163,4,1260,1495,235,1396,3,2,1,5,2,20221030
1166,11,1270,1630,360,1399,3,2,1,5,1,20221030
1180,20,1375,1773,398,1413,1,1,1,5,3,20221030
1191,5,730,843,113,1424,2,3,6,1,2,20221030
1226,2,530,685,155,1459,6,2,1,5,2,20221030
1270,5,930,1096,166,1503,5,3,4,5,3,20221030
1301,20,155,184,29,1534,6,1,1,4,2,20221030
1305,19,1180,1327,147,1538,2,2,1,1,2,20221030
1327,1,520,618,98,1560,3,3,3,1,1,20221030
1351,15,685,774,89,1584,2,2,1,4,3,20221030
1439,8,1485,1699,214,1671,5,1,1,2,1,20221030
1463,3,210,235,25,1695,6,1,1,4,3,20221030
1481,13,225,276,51,1713,5,2,1,1,7,20221030
1512,6,680,814,134,1744,1,2,1,1,1,20221030
1515,15,50,64,14,1747,6,2,1,3,1,20221030
1529,3,840,1010,170,1761,6,1,1,4,1,20221030
1568,7,1405,1628,223,1800,6,2,1,4,6,20221030
1709,19,770,918,148,1941,1,3,6,5,3,20221030
1771,11,430,501,71,2003,4,2,1,4,2,20221030
1814,13,1240,1524,284,2046,6,2,1,4,7,20221030
1834,16,720,823,103,2066,4,2,1,1,5,20221030
1865,16,620,777,157,2096,4,1,1,2,1,20221030
1877,2,1240,1448,208,2108,5,2,1,1,4,20221030
1922,2,1365,1705,340,2153,5,1,1,2,2,20221030
1027,14,665,734,69,1260,1,2,1,1,6,20221002
1051,5,95,112,17,1284,4,1,1,5,2,20221002
1070,9,680,831,151,1303,3,2,1,3,5,20221002
1132,7,1490,1857,367,1365,3,1,1,4,3,20221002
1167,11,330,424,94,1400,5,1,1,4,1,20221002
1174,1,830,933,103,1407,6,2,1,1,3,20221002
1186,7,880,1049,169,1419,1,1,1,1,5,20221002
1194,19,825,1014,189,1427,3,1,1,1,4,20221002
1248,5,435,485,50,1481,1,4,1,4,6,20221002
1256,2,80,92,12,1489,6,4,1,4,4,20221002
1267,3,1315,1592,277,1500,2,1,1,2,6,20221002
1274,14,1155,1440,285,1507,5,4,1,4,6,20221002
1287,18,265,328,63,1520,6,1,1,5,4,20221002
1321,19,1060,1231,171,1554,6,2,1,3,4,20221002
1383,10,400,496,96,1615,5,1,1,1,2,20221002
1405,17,840,1066,226,1637,5,4,1,1,3,20221002
1406,12,1150,1484,334,1638,3,2,1,1,2,20221002
1423,14,30,35,5,1655,5,1,1,5,2,20221002
1430,17,1240,1564,324,1662,6,1,1,2,7,20221002
1466,11,825,936,111,1698,1,3,5,5,4,20221002
1497,8,1220,1537,317,1729,5,1,1,4,5,20221002
1510,17,75,88,13,1742,2,2,1,1,7,20221002
1526,7,630,700,70,1758,1,1,1,1,2,20221002
1588,17,1240,1504,264,1820,6,2,1,1,5,20221002
1606,4,170,196,26,1838,6,1,1,1,5,20221002
1617,9,950,1202,252,1849,4,1,1,4,4,20221002
1636,11,640,748,108,1868,2,2,1,1,4,20221002
1678,6,1305,1512,207,1910,6,2,1,3,6,20221002
1700,7,645,789,144,1932,5,1,1,1,7,20221002
1713,13,1110,1300,190,1945,2,2,1,4,2,20221002
1772,11,820,972,152,2004,4,2,1,5,1,20221002
1823,15,535,676,141,2055,4,1,1,4,3,20221002
1827,7,680,764,84,2059,1,2,1,3,4,20221002
1927,7,890,1080,190,2158,1,3,6,5,6,20221002
1934,1,460,596,136,2165,6,2,1,5,1,20221002
1964,10,1110,1436,326,2195,5,2,1,4,7,20221002
1998,12,460,576,116,2229,1,1,1,5,5,20221002
1029,6,80,89,9,1262,6,3,3,1,5,20221003
1039,20,1125,1351,226,1272,2,1,1,3,1,20221003
1073,6,1005,1303,298,1306,4,2,1,3,6,20221003
1102,5,1180,1414,234,1335,3,1,1,5,4,20221003
1106,16,755,948,193,1339,3,2,1,2,4,20221003
1115,17,1250,1456,206,1348,1,1,1,1,2,20221003
1116,20,455,502,47,1349,1,2,1,1,7,20221003
1126,1,1495,1935,440,1359,4,1,1,4,5,20221003
1127,1,815,912,97,1360,5,3,2,4,6,20221003
1128,20,385,480,95,1361,4,1,1,5,4,20221003
1138,3,145,160,15,1371,1,3,6,2,7,20221003
1146,12,1270,1588,318,1379,5,1,1,2,3,20221003
1157,11,220,254,34,1390,6,2,1,4,3,20221003
1175,6,1295,1593,298,1408,2,2,1,4,2,20221003
1211,12,1200,1546,346,1444,5,2,1,2,3,20221003
1227,8,310,393,83,1460,4,1,1,3,7,20221003
1254,2,200,231,31,1487,5,2,1,2,3,20221003
1313,16,480,615,135,1546,6,1,1,2,5,20221003
1322,4,1375,1648,273,1555,6,1,1,5,2,20221003
1346,6,935,1056,121,1579,6,1,1,5,6,20221003
1355,5,1305,1501,196,1588,2,2,1,5,7,20221003
1373,20,180,222,42,1606,1,1,1,5,7,20221003
1421,3,520,621,101,1653,5,1,1,1,2,20221003
1453,13,695,810,115,1685,3,1,1,3,1,20221003
1456,19,15,17,2,1688,1,2,1,3,4,20221003
1468,7,400,468,68,1700,1,1,1,2,4,20221003
1538,16,1035,1291,256,1770,5,1,1,5,7,20221003
1558,10,630,739,109,1790,5,2,1,5,3,20221003
1618,6,1295,1664,369,1850,1,2,1,3,1,20221003
1642,12,875,1127,252,1874,1,1,1,1,6,20221003
1789,8,310,347,37,2021,3,4,1,3,3,20221003
1795,14,350,387,37,2027,4,1,1,2,6,20221003
1824,5,1185,1450,265,2056,4,2,1,4,4,20221003
1923,7,1220,1515,295,2154,4,3,5,5,3,20221003
1990,7,505,607,102,2221,4,2,1,5,5,20221003
1030,12,1025,1297,272,1263,4,1,1,1,6,20221013
1069,6,230,274,44,1302,1,3,6,3,4,20221013
1079,16,615,787,172,1312,3,1,1,4,4,20221013
1108,8,565,664,99,1341,4,1,1,4,2,20221013
1257,12,970,1252,282,1490,6,2,1,4,7,20221013
1302,14,465,577,112,1535,4,3,5,2,7,20221013
1330,13,215,255,40,1563,1,2,1,1,2,20221013
1427,11,475,530,55,1659,1,2,1,1,1,20221013
1490,9,1085,1311,226,1722,2,1,1,3,6,20221013
1534,19,1230,1552,322,1766,5,3,2,1,1,20221013
1547,15,1340,1474,134,1779,2,2,1,1,5,20221013
1615,15,445,571,126,1847,5,1,1,3,1,20221013
1739,20,405,490,85,1971,2,4,1,5,6,20221013
1747,20,995,1177,182,1979,4,4,1,3,1,20221013
1758,13,1475,1870,395,1990,2,1,1,4,5,20221013
1781,13,1285,1441,156,2013,5,2,1,1,5,20221013
1788,7,380,452,72,2020,4,2,1,3,1,20221013
1815,9,920,1142,222,2047,3,1,1,3,2,20221013
1839,1,1225,1492,267,2071,4,1,1,4,5,20221013
1868,7,930,1063,133,2099,1,2,1,5,2,20221013
1892,1,590,723,133,2123,2,1,1,3,6,20221013
1899,3,975,1130,155,2130,1,3,6,5,6,20221013
1918,3,70,82,12,2149,2,1,1,5,4,20221013
1949,5,540,598,58,2180,5,2,1,1,7,20221013
1977,14,725,822,97,2208,6,4,1,5,3,20221013
1036,9,1190,1316,126,1269,4,1,1,4,7,20221029
1178,14,520,605,85,1411,3,1,1,5,4,20221029
1193,19,1075,1231,156,1426,1,1,1,5,7,20221029
1269,15,750,944,194,1502,2,1,1,3,4,20221029
1294,7,1220,1402,182,1527,2,4,1,5,7,20221029
1338,7,250,276,26,1571,5,1,1,5,5,20221029
1347,15,620,794,174,1580,1,1,1,5,3,20221029
1477,18,930,1142,212,1709,1,1,1,2,1,20221029
1482,12,300,359,59,1714,2,2,1,1,4,20221029
1565,11,650,844,194,1797,4,1,1,3,2,20221029
1632,20,180,232,52,1864,5,1,1,2,2,20221029
1661,12,945,1118,173,1893,5,1,1,2,7,20221029
1738,7,1010,1228,218,1970,3,1,1,3,7,20221029
1744,10,610,719,109,1976,6,1,1,1,6,20221029
1797,11,210,259,49,2029,1,1,1,4,1,20221029
1801,18,365,446,81,2033,5,3,5,5,3,20221029
1833,12,590,737,147,2065,3,1,1,5,2,20221029
1862,11,580,699,119,2093,3,1,1,3,4,20221029
1864,1,1435,1587,152,2095,3,1,1,5,1,20221029
1872,7,50,63,13,2103,2,2,1,3,5,20221029
1908,15,1050,1364,314,2139,6,4,1,1,6,20221029
1960,13,75,92,17,2191,4,2,1,3,1,20221029
1037,9,190,231,41,1270,3,3,2,5,5,20221018
1067,11,1410,1613,203,1300,2,2,1,5,3,20221018
1139,8,690,783,93,1372,1,1,1,2,2,20221018
1141,11,825,942,117,1374,3,3,6,1,1,20221018
1258,1,255,311,56,1491,2,1,1,3,1,20221018
1281,20,395,437,42,1514,6,1,1,1,2,20221018
1310,7,105,120,15,1543,6,4,1,2,4,20221018
1337,1,1125,1336,211,1570,5,2,1,2,7,20221018
1350,15,1385,1704,319,1583,3,2,1,5,7,20221018
1428,13,445,521,76,1660,6,2,1,2,3,20221018
1445,20,530,588,58,1677,6,4,1,5,6,20221018
1465,2,505,638,133,1697,2,4,1,5,4,20221018
1496,5,1160,1473,313,1728,2,2,1,1,7,20221018
1530,19,170,216,46,1762,6,1,1,3,5,20221018
1554,19,910,1048,138,1786,5,1,1,3,2,20221018
1604,2,570,679,109,1836,6,1,1,4,6,20221018
1608,20,1140,1454,314,1840,5,2,1,5,2,20221018
1681,2,805,951,146,1913,4,3,2,1,6,20221018
1686,18,55,62,7,1918,4,1,1,4,2,20221018
1712,9,570,724,154,1944,6,3,5,4,1,20221018
1716,8,1000,1224,224,1948,5,2,1,3,7,20221018
1733,15,605,705,100,1965,4,2,1,5,6,20221018
1746,1,1150,1311,161,1978,4,2,1,1,4,20221018
1759,20,585,736,151,1991,4,1,1,1,3,20221018
1793,18,1175,1297,122,2025,1,2,1,1,6,20221018
1850,9,410,520,110,2082,3,1,1,1,5,20221018
1851,17,1340,1663,323,2083,1,1,1,5,6,20221018
1929,19,1360,1696,336,2160,1,2,1,2,6,20221018
1038,14,35,43,8,1271,3,2,1,5,4,20221010
1134,5,820,1061,241,1367,3,2,1,5,2,20221010
1212,6,510,651,141,1445,4,2,1,3,7,20221010
1216,5,245,274,29,1449,6,1,1,5,5,20221010
1261,1,1150,1377,227,1494,2,1,1,1,4,20221010
1409,2,1500,1771,271,1641,2,3,6,4,7,20221010
1494,18,810,992,182,1726,2,1,1,3,2,20221010
1501,8,415,461,46,1733,1,1,1,3,7,20221010
1533,10,220,250,30,1765,1,1,1,2,3,20221010
1573,8,265,301,36,1805,3,1,1,2,2,20221010
1590,12,840,966,126,1822,3,2,1,2,5,20221010
1592,11,225,274,49,1824,4,1,1,3,6,20221010
1621,18,1485,1908,423,1853,3,3,4,2,4,20221010
1624,8,485,618,133,1856,6,4,1,4,2,20221010
1627,15,1145,1429,284,1859,5,2,1,1,7,20221010
1717,17,1055,1192,137,1949,6,1,1,2,2,20221010
1729,20,120,147,27,1961,1,1,1,5,1,20221010
1768,18,495,581,86,2000,5,4,1,4,6,20221010
1784,17,1075,1274,199,2016,3,4,1,5,6,20221010
1800,1,725,921,196,2032,1,4,1,2,3,20221010
1819,4,555,701,146,2051,3,1,1,4,1,20221010
1887,8,60,74,14,2118,2,1,1,2,7,20221010
1897,10,175,208,33,2128,1,3,2,1,2,20221010
1902,5,770,895,125,2133,5,1,1,1,6,20221010
1903,20,35,44,9,2134,3,2,1,3,3,20221010
1925,15,895,1022,127,2156,5,4,1,2,7,20221010
1950,16,465,595,130,2181,2,4,1,3,6,20221010
1969,14,675,857,182,2200,2,1,1,1,4,20221010
1040,8,875,1036,161,1273,4,3,4,5,2,20221008
1042,15,1475,1634,159,1275,6,2,1,5,3,20221008
1064,11,1205,1539,334,1297,2,3,3,4,4,20221008
1071,14,525,579,54,1304,5,2,1,1,7,20221008
1144,18,945,1088,143,1377,6,1,1,1,7,20221008
1170,18,1295,1641,346,1403,3,1,1,4,4,20221008
1192,5,470,517,47,1425,4,3,2,1,2,20221008
1200,4,1405,1644,239,1433,2,2,1,2,7,20221008
1207,3,340,396,56,1440,5,2,1,4,5,20221008
1240,11,1395,1733,338,1473,2,3,3,1,4,20221008
1272,8,1420,1650,230,1505,1,1,1,3,4,20221008
1298,16,1215,1551,336,1531,6,1,1,2,1,20221008
1366,5,735,885,150,1599,2,1,1,1,1,20221008
1392,7,1110,1350,240,1624,2,4,1,1,7,20221008
1410,5,560,633,73,1642,1,1,1,2,3,20221008
1513,7,595,678,83,1745,1,4,1,4,3,20221008
1579,1,300,338,38,1811,1,2,1,2,1,20221008
1613,13,350,401,51,1845,1,2,1,4,3,20221008
1625,11,1395,1632,237,1857,4,1,1,1,2,20221008
1648,13,50,60,10,1880,2,2,1,4,2,20221008
1666,14,745,857,112,1898,3,4,1,4,5,20221008
1680,1,365,458,93,1912,5,1,1,3,5,20221008
1736,9,485,551,66,1968,6,1,1,4,1,20221008
1776,19,270,344,74,2008,5,2,1,1,2,20221008
1798,2,690,816,126,2030,2,1,1,3,6,20221008
1806,12,435,526,91,2038,3,2,1,5,3,20221008
1825,14,1400,1744,344,2057,2,4,1,2,3,20221008
1830,15,245,279,34,2062,5,1,1,2,6,20221008
1857,5,35,43,8,2089,6,1,1,4,1,20221008
1880,13,925,1173,248,2111,6,2,1,1,6,20221008
1888,4,595,728,133,2119,4,2,1,5,4,20221008
1933,13,370,410,40,2164,4,1,1,2,5,20221008
1940,14,25,29,4,2171,1,3,6,1,5,20221008
1954,2,675,835,160,2185,1,3,4,2,4,20221008
1959,2,770,865,95,2190,6,1,1,2,2,20221008
1976,14,1410,1671,261,2207,6,1,1,2,5,20221008
1043,8,720,816,96,1276,1,1,1,5,6,20221025
1084,5,1010,1294,284,1317,1,1,1,2,5,20221025
1093,7,390,481,91,1326,5,2,1,1,1,20221025
1123,15,1410,1759,349,1356,2,1,1,5,4,20221025
1177,2,715,896,181,1410,5,1,1,3,2,20221025
1249,1,800,1023,223,1482,6,1,1,5,4,20221025
1262,2,635,708,73,1495,5,2,1,1,1,20221025
1273,9,860,1037,177,1506,2,1,1,3,1,20221025
1317,18,290,344,54,1550,2,1,1,4,5,20221025
1368,20,90,115,25,1601,1,3,4,3,2,20221025
1384,14,730,844,114,1616,6,1,1,1,6,20221025
1385,8,180,229,49,1617,3,1,1,4,6,20221025
1390,19,1430,1713,283,1622,3,2,1,1,7,20221025
1446,11,250,293,43,1678,3,2,1,4,1,20221025
1464,16,300,339,39,1696,6,4,1,3,2,20221025
1483,8,1320,1571,251,1715,2,2,1,5,3,20221025
1491,16,710,905,195,1723,4,1,1,3,3,20221025
1495,9,1380,1666,286,1727,2,2,1,1,7,20221025
1549,13,1245,1522,277,1781,6,4,1,4,3,20221025
1556,15,325,360,35,1788,4,2,1,4,6,20221025
1628,12,205,229,24,1860,2,2,1,3,1,20221025
1687,18,870,966,96,1919,3,2,1,4,3,20221025
1695,5,325,380,55,1927,6,2,1,3,5,20221025
1706,4,940,1103,163,1938,5,4,1,3,5,20221025
1723,2,1025,1264,239,1955,1,2,1,1,3,20221025
1734,4,1390,1799,409,1966,1,1,1,2,4,20221025
1854,20,195,223,28,2086,3,1,1,4,7,20221025
1957,17,905,1155,250,2188,4,2,1,3,7,20221025
1965,17,1105,1220,115,2196,2,2,1,3,4,20221025
1973,4,1085,1386,301,2204,5,2,1,1,7,20221025
1975,14,805,894,89,2206,6,1,1,4,5,20221025
1981,19,530,661,131,2212,5,4,1,3,2,20221025
1992,9,425,468,43,2223,4,1,1,5,3,20221025
1045,7,795,939,144,1278,3,1,1,1,6,20221023
1111,20,125,160,35,1344,1,1,1,1,6,20221023
1118,15,1260,1626,366,1351,2,2,1,1,7,20221023
1150,8,45,55,10,1383,3,3,6,3,3,20221023
1162,9,1420,1787,367,1395,1,2,1,1,6,20221023
1165,12,1495,1757,262,1398,5,1,1,5,7,20221023
1236,9,280,354,74,1469,5,1,1,5,7,20221023
1263,13,345,394,49,1496,1,2,1,3,3,20221023
1282,14,530,615,85,1515,5,1,1,2,3,20221023
1332,13,210,250,40,1565,1,2,1,5,2,20221023
1340,10,1440,1746,306,1573,3,3,5,2,1,20221023
1370,5,730,840,110,1603,5,2,1,4,7,20221023
1372,1,340,400,60,1605,5,1,1,4,6,20221023
1403,4,660,804,144,1635,1,2,1,3,5,20221023
1413,15,1390,1795,405,1645,2,2,1,3,5,20221023
1475,15,535,680,145,1707,2,1,1,1,1,20221023
1620,18,620,798,178,1852,1,3,3,2,4,20221023
1634,15,685,813,128,1866,6,1,1,4,7,20221023
1657,16,200,242,42,1889,1,1,1,4,7,20221023
1685,8,895,1035,140,1917,1,4,1,2,5,20221023
1702,13,360,428,68,1934,3,2,1,3,2,20221023
1792,13,955,1193,238,2024,5,1,1,4,6,20221023
1840,3,1345,1713,368,2072,5,1,1,1,5,20221023
1852,5,905,1025,120,2084,3,1,1,3,1,20221023
1856,5,200,220,20,2088,2,3,4,2,1,20221023
1875,2,500,552,52,2106,3,4,1,2,3,20221023
1876,9,185,219,34,2107,3,1,1,4,1,20221023
1879,5,960,1060,100,2110,4,1,1,4,5,20221023
1886,10,75,82,7,2117,1,1,1,3,1,20221023
1894,8,555,721,166,2125,6,1,1,4,4,20221023
1896,6,135,153,18,2127,6,2,1,1,3,20221023
1930,17,1295,1501,206,2161,2,2,1,4,5,20221023
1931,9,210,262,52,2162,6,1,1,3,4,20221023
1988,4,1030,1198,168,2219,5,1,1,5,5,20221023
1991,18,1465,1781,316,2222,4,1,1,5,5,20221023
2000,5,840,1033,193,2231,3,2,1,1,4,20221023
1047,2,50,63,13,1280,6,3,5,3,5,20221019
1080,12,1135,1344,209,1313,2,1,1,4,5,20221019
1143,8,1270,1538,268,1376,1,2,1,5,3,20221019
1153,12,640,708,68,1386,6,2,1,5,3,20221019
1182,2,15,17,2,1415,1,1,1,5,1,20221019
1183,16,455,514,59,1416,6,2,1,3,5,20221019
1203,12,350,404,54,1436,3,2,1,5,6,20221019
1245,14,860,1105,245,1478,2,1,1,3,5,20221019
1266,5,1185,1436,251,1499,4,2,1,3,6,20221019
1295,5,265,305,40,1528,1,1,1,1,6,20221019
1297,3,1280,1642,362,1530,2,1,1,1,5,20221019
1328,15,1270,1567,297,1561,3,3,3,4,2,20221019
1331,1,350,405,55,1564,2,1,1,2,7,20221019
1359,15,130,143,13,1592,4,1,1,3,1,20221019
1411,19,930,1202,272,1643,2,1,1,3,1,20221019
1438,10,1285,1418,133,1670,2,1,1,4,4,20221019
1476,20,935,1169,234,1708,1,2,1,1,3,20221019
1478,17,860,947,87,1710,3,2,1,4,4,20221019
1523,15,1070,1361,291,1755,5,1,1,2,6,20221019
1541,4,825,922,97,1773,2,1,1,5,3,20221019
1548,6,695,848,153,1780,3,1,1,4,1,20221019
1585,15,255,294,39,1817,3,2,1,2,5,20221019
1616,17,910,1058,148,1848,6,1,1,2,4,20221019
1690,9,820,1021,201,1922,1,2,1,5,7,20221019
1705,12,655,790,135,1937,5,3,6,4,1,20221019
1714,12,1460,1658,198,1946,4,2,1,5,3,20221019
1719,14,1470,1630,160,1951,5,2,1,3,2,20221019
1730,3,355,429,74,1962,3,2,1,1,7,20221019
1941,18,825,970,145,2172,4,4,1,1,3,20221019
1060,4,1420,1608,188,1293,6,2,1,5,5,20221028
1100,12,250,277,27,1333,3,2,1,2,3,20221028
1133,13,1245,1443,198,1366,2,1,1,1,5,20221028
1171,11,1015,1203,188,1404,3,1,1,2,4,20221028
1220,6,980,1247,267,1453,1,1,1,5,6,20221028
1222,13,210,239,29,1455,1,4,1,3,4,20221028
1239,20,850,1000,150,1472,4,2,1,4,1,20221028
1243,7,1495,1762,267,1476,2,1,1,2,3,20221028
1268,11,845,996,151,1501,1,2,1,3,6,20221028
1324,10,1050,1322,272,1557,2,1,1,5,6,20221028
1378,20,1070,1321,251,1611,5,2,1,1,5,20221028
1508,14,230,297,67,1740,4,2,1,1,3,20221028
1555,6,900,1060,160,1787,6,2,1,2,3,20221028
1638,2,1255,1437,182,1870,6,1,1,5,3,20221028
1645,1,205,245,40,1877,2,4,1,3,2,20221028
1652,19,1085,1396,311,1884,4,1,1,2,2,20221028
1670,6,525,681,156,1902,6,2,1,3,4,20221028
1671,8,1340,1502,162,1903,6,3,4,3,1,20221028
1674,18,1470,1907,437,1906,2,1,1,3,6,20221028
1692,6,715,896,181,1924,1,1,1,1,5,20221028
1715,3,1115,1444,329,1947,1,1,1,3,2,20221028
1756,4,585,670,85,1988,2,1,1,4,7,20221028
1767,1,1060,1219,159,1999,1,2,1,3,4,20221028
1779,7,370,460,90,2011,1,2,1,4,7,20221028
1790,17,725,836,111,2022,2,2,1,5,2,20221028
1869,14,535,684,149,2100,2,2,1,1,6,20221028
1893,15,660,853,193,2124,5,1,1,1,1,20221028
1978,4,1280,1561,281,2209,3,1,1,4,4,20221028
1996,13,740,955,215,2227,1,1,1,1,5,20221028
1062,19,365,421,56,1295,5,3,5,4,7,20221004
1066,2,490,582,92,1299,3,4,1,3,5,20221004
1076,17,1115,1404,289,1309,6,1,1,4,1,20221004
1122,19,900,1163,263,1355,2,1,1,1,3,20221004
1160,20,1235,1591,356,1393,5,2,1,3,3,20221004
1169,9,315,348,33,1402,5,4,1,5,7,20221004
1185,11,820,976,156,1418,3,2,1,4,1,20221004
1208,11,880,973,93,1441,4,2,1,4,1,20221004
1223,20,855,1011,156,1456,6,3,3,5,4,20221004
1237,15,925,1153,228,1470,2,3,4,2,3,20221004
1253,5,865,1002,137,1486,6,2,1,1,7,20221004
1255,12,165,184,19,1488,6,2,1,5,1,20221004
1320,18,320,398,78,1553,6,3,3,5,6,20221004
1417,20,405,488,83,1649,1,1,1,1,1,20221004
1436,20,370,436,66,1668,4,4,1,2,4,20221004
1450,1,145,185,40,1682,2,1,1,5,2,20221004
1516,11,835,1055,220,1748,5,2,1,1,1,20221004
1520,19,730,938,208,1752,4,2,1,5,5,20221004
1562,14,1325,1692,367,1794,6,2,1,2,1,20221004
1576,6,1095,1309,214,1808,1,1,1,2,1,20221004
1599,5,795,1024,229,1831,1,2,1,1,1,20221004
1602,3,1245,1597,352,1834,5,2,1,4,3,20221004
1649,9,1475,1667,192,1881,6,4,1,5,6,20221004
1660,3,135,155,20,1892,5,2,1,3,7,20221004
1672,2,930,1149,219,1904,1,1,1,3,5,20221004
1691,20,745,909,164,1923,4,2,1,5,7,20221004
1703,12,655,814,159,1935,4,1,1,4,1,20221004
1821,15,850,966,116,2053,5,2,1,2,2,20221004
1842,16,995,1276,281,2074,5,2,1,3,1,20221004
1866,6,860,957,97,2097,1,4,1,3,3,20221004
1895,11,890,1030,140,2126,3,2,1,1,4,20221004
1939,19,705,868,163,2170,6,4,1,4,7,20221004
1968,6,740,911,171,2199,4,2,1,2,1,20221004
1979,3,1390,1788,398,2210,5,1,1,3,6,20221004
1982,7,1150,1277,127,2213,5,2,1,4,5,20221004
1999,7,260,307,47,2230,1,1,1,5,6,20221004
1082,7,595,692,97,1315,3,3,4,4,3,20221007
1124,6,185,228,43,1357,5,2,1,3,1,20221007
1129,1,1485,1911,426,1362,3,2,1,1,6,20221007
1229,20,100,125,25,1462,3,2,1,2,1,20221007
1345,1,440,557,117,1578,5,1,1,5,2,20221007
1395,16,710,855,145,1627,2,1,1,5,6,20221007
1401,4,380,486,106,1633,4,2,1,4,6,20221007
1408,10,1090,1411,321,1640,3,1,1,4,4,20221007
1416,2,790,995,205,1648,3,2,1,5,4,20221007
1422,10,315,401,86,1654,2,4,1,4,5,20221007
1452,13,1210,1441,231,1684,2,1,1,1,1,20221007
1460,7,1335,1520,185,1692,3,1,1,1,7,20221007
1485,1,700,849,149,1717,5,1,1,5,7,20221007
1505,1,75,96,21,1737,1,1,1,3,3,20221007
1557,1,1240,1509,269,1789,3,4,1,2,4,20221007
1561,7,125,161,36,1793,3,1,1,1,7,20221007
1564,2,1285,1589,304,1796,3,3,5,1,5,20221007
